stateDt,stateTime,decideCnt,clearCnt,examCnt,deathCnt,careCnt,resutlNegCnt,accExamCnt,accExamCompCnt,accDefRate,createDt,updateDt
20210827,0:00,245158,214673,718479,2265,28220,11964158,12927795,12209316,2.007958513,47:12.9,null
20210828,0:00,246951,216989,743177,2276,27686,11993364,12983492,12240315,2.017521608,51:58.6,null
20210829,0:00,248568,218726,762594,2279,27563,12004765,13015927,12253333,2.028574593,30:47.6,null
20210830,0:00,250051,220358,766807,2284,27409,12032826,13049684,12282877,2.035768981,40:07.3,null
20210831,0:00,251421,221701,751241,2285,27435,12092056,13094718,12343477,2.036873403,38:37.5,05:20.8
20210901,0:00,253445,224319,780979,2292,26834,12117722,13152146,12371167,2.048674955,37:02.4,null
20210902,0:00,255401,226222,819939,2303,26876,12148175,13223515,12403576,2.059091668,37:25.1,null
20210903,0:00,257110,228618,825198,2308,26184,12204374,13286682,12461484,2.063237412,44:31.0,null
20210904,0:00,258913,230405,850535,2315,26193,12240913,13350361,12499826,2.071332833,41:36.5,null
20210905,0:00,260403,232334,874694,2321,25748,12247641,13382738,12508044,2.081884266,48:36.1,null
20210906,0:00,261778,233695,891318,2327,25756,12263652,13416748,12525430,2.089972161,43:09.9,null
20210907,0:00,263374,235225,886983,2330,25819,12318059,13468416,12581433,2.093354549,39:03.2,null
20210908,0:00,265423,237286,898494,2334,25803,12355753,13519670,12621176,2.102997375,39:50.5,null
20210909,0:00,267470,238920,897924,2343,26207,12403479,13568873,12670949,2.110891615,40:59.6,null
20210910,0:00,269362,240733,888674,2348,26281,12457022,13615058,12726384,2.116563511,40:06.4,null
20210911,0:00,271227,242960,895077,2358,25909,12499159,13665463,12770386,2.123874721,42:37.1,null
20210913,0:00,274415,245505,925739,2360,26550,12535589,13735743,12810004,2.14219293,40:59.6,null
20210914,0:00,275910,247647,914400,2367,25896,12599919,13790229,12875829,2.142852317,45:02.5,null
20210917,0:00,281938,254094,921233,2389,25455,12735788,13938959,13017726,2.165800694,15:01.6,null
20210918,0:00,284022,256029,917857,2394,25599,12784737,13986616,13068759,2.173289752,58:15.3,null
20210919,0:00,285931,257449,932234,2404,26078,12802333,14020498,13088264,2.184636557,31:46.1,null
20210920,0:00,287536,259011,953532,2409,26116,12809907,14050975,13097443,2.195359812,09:41.2,null
20210921,0:00,289263,260090,965875,2413,26760,12826146,14081284,13115409,2.20552024,39:49.4,null
20210922,0:00,290983,261812,997996,2419,26752,12823456,14112435,13114439,2.218798684,35:53.9,null
20210923,0:00,292699,262842,1034720,2427,27430,12823650,14151069,13116349,2.231558492,01:14.5,null
20210924,0:00,295132,264492,1030500,2434,28206,12896053,14221685,13191185,2.237342589,53:29.1,null
20210925,0:00,298402,266414,1056223,2441,29547,12930715,14285340,13229117,2.255645634,49:15.2,27:59.2
20210926,0:00,301172,268140,1096862,2450,30582,12927904,14325938,13229076,2.276591351,38:04.3,null
20210927,0:00,303553,269132,1120111,2456,31965,12942271,14365935,13245824,2.291688309,08:41.4,null
20210928,0:00,305842,270928,1135394,2464,32450,12984337,14425573,13290179,2.301263211,57:34.9,null
20210929,0:00,308725,272724,1137617,2474,33527,13038918,14485260,13347643,2.312955179,58:03.4,null
20210930,0:00,311289,274205,1149658,2481,34603,13083311,14544258,13394600,2.323988772,58:40.2,null
20211001,0:00,313773,275576,1169025,2497,35700,13113426,14596224,13427199,2.336846277,57:42.1,null
20211002,0:00,316020,277092,1179529,2504,36424,13149148,14644697,13465168,2.346944353,52:30.4,null
20211003,0:00,318105,278847,1202878,2507,36751,13154144,14675127,13472249,2.361187059,22:27.0,null
20211004,0:00,319777,282669,1216193,2513,34595,13165254,14701224,13485031,2.371347904,50:15.7,null
20211005,0:00,321352,284197,1228509,2524,34631,13181779,14731640,13503131,2.37983324,54:11.4,null
20211006,0:00,323379,287040,1219801,2536,33803,13237771,14780951,13561150,2.384598651,49:43.2,null
20211007,0:00,325804,288822,1239741,2544,34438,13268433,14833978,13594237,2.39663322,48:27.6,null
20211008,0:00,327976,292091,1232857,2554,33331,13321368,14882201,13649344,2.402870057,46:59.7,null
20211011,0:00,332816,298022,1255745,2583,32211,13388858,14977419,13721674,2.425476658,36:36.6,null
20211012,0:00,334163,299260,1276809,2594,32309,13396612,15007584,13730775,2.433679089,34:11.1,null
20211013,0:00,335742,302066,1285868,2605,31071,13440810,15062420,13776552,2.437053916,35:45.0,null
20211014,0:00,337679,303719,1296534,2618,31342,13472153,15106366,13809832,2.445207154,34:17.6,null
20211015,0:00,339361,305851,1309168,2626,30884,13503997,15152526,13843358,2.451435555,39:06.7,null
20211016,0:00,340978,308187,1293233,2644,30147,13563981,15198192,13904959,2.452204282,35:29.2,null
20211017,0:00,342396,310344,1312433,2660,29392,13566039,15220868,13908435,2.461786678,04:43.4,null
20211018,0:00,343445,311781,1320566,2668,28996,13582339,15246350,13925784,2.466252528,39:38.1,null
20211019,0:00,344518,313432,1323771,2689,28397,13628545,15296834,13973063,2.465586822,37:01.1,32:05.5
20211020,0:00,346088,316607,1325132,2698,26783,13673512,15344732,14019600,2.468601101,37:29.4,null
20211021,0:00,347529,317755,1334586,2709,27065,13709892,15392007,14057421,2.47221023,43:46.7,null
20211022,0:00,348969,320317,1327170,2725,25927,13761248,15437387,14110217,2.473165367,40:09.6,null
20211023,0:00,350476,322536,1339287,2745,25195,13791710,15481473,14142186,2.478230735,02:54.9,null
20211024,0:00,351899,323393,1354359,2766,25740,13798727,15504985,14150626,2.486808711,33:19.1,null
20211025,0:00,353089,324448,1368282,2773,25868,13809107,15530478,14162196,2.49317973,53:36.9,null
20211027,0:00,356305,329658,1387186,2797,23850,13884820,15628311,14241125,2.501944193,10:24.8,null
20211028,0:00,358412,330853,1389130,2808,24751,13930645,15678187,14289057,2.508297084,33:44.2,null
20211029,0:00,360536,332995,1358692,2817,24724,14011558,15730786,14372094,2.508583648,31:17.5,null
20211030,0:00,362639,334581,1366434,2830,25228,14046627,15775700,14409266,2.516706958,42:07.8,null
20211031,0:00,364700,336548,1386962,2849,25303,14052403,15804065,14417103,2.529634421,17:32.7,null
20211101,0:00,366386,337353,1424100,2858,26175,14058818,15849304,14425204,2.539901689,42:25.1,null
20211102,0:00,367974,338947,1443843,2874,26153,14093372,15905189,14461346,2.544534928,30:05.2,null
20211103,0:00,370640,340471,1451112,2892,27277,14131777,15953529,14502417,2.55571192,28:24.3,null
20211104,0:00,373120,341888,1464968,2916,28316,14163144,16001232,14536264,2.566821846,27:32.7,null
20211105,0:00,375464,343237,1475027,2936,29291,14201178,16051669,14576642,2.575792147,27:51.2,null
20211106,0:00,377712,345566,1472186,2956,29190,14249291,16099189,14627003,2.58229249,37:28.2,null
20211107,0:00,379935,346801,1497751,2967,30167,14253188,16130874,14633123,2.596404062,29:07.7,null
20211108,0:00,381694,347799,1518345,2980,30915,14260796,16160835,14642490,2.606756091,28:41.7,null
20211109,0:00,383407,350658,1520380,2998,29751,14309086,16212873,14692493,2.609543527,24:09.1,null
20211110,0:00,385831,352940,1522819,3012,29879,14353229,16261879,14739060,2.617744958,28:28.0,null
20211111,0:00,388351,355014,1552667,3033,30304,14371757,16312775,14760108,2.631085084,27:17.6,null
20211112,0:00,390719,356615,1574579,3051,31053,14395734,16361032,14786453,2.642411943,27:05.3,null
20211115,0:00,397466,362834,1635106,3115,31517,14438402,16470974,14835868,2.679088274,35:56.0,28:13.3
20211116,0:00,399591,364499,1617465,3137,31955,14508336,16525392,14907927,2.680392787,39:32.2,null
20211118,0:00,406065,367578,1650778,3187,35300,14574431,16631274,14980496,2.710624535,34:37.8,null
20211119,0:00,409099,368723,1662758,3215,37161,14612313,16684170,15021412,2.723439048,54:43.2,null
20211120,0:00,412311,374383,1693576,3244,34684,14634241,16740128,15046552,2.74023577,51:26.3,null
20211121,0:00,415425,375755,1730642,,,,16777682,15047040,2.760841999,05:22.1,null
20211122,0:00,418252,376706,1762205,3298,38248,14636162,16816619,15054414,2.778268221,07:45.6,null
20211123,0:00,420950,378561,1779964,3328,39061,14678045,16878959,15098995,2.787933899,59:47.9,null
20211124,0:00,425063,380376,1797218,3362,41325,14717646,16939927,15142709,2.807047273,08:22.1,05:08.9
20211125,0:00,429002,381851,1832973,3401,43750,14736764,16998739,15165766,2.8287526,00:47.9,null
20211126,0:00,432901,383551,1873162,3440,45910,14749949,17056012,15182850,2.85124993,03:04.0,null
20211127,0:00,436968,390141,1907370,3492,43335,14771425,17115763,15208393,2.873202974,32:36.0,null
20211128,0:00,440896,392311,1941470,3548,45037,14776181,17158547,15217077,2.897376415,58:53.4,null
20211129,0:00,444200,393617,1981428,3580,47003,14774705,17200333,15218905,2.91873824,05:16.7,null
